Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
-122.11,-97.22,136.89,162.58,-162.36,-84.68,-70.22,104.36,-128.97,-100.26,61.23,153.48,-40.8,83.67,11.36,144.16,96.66,104.29,-355.61,177.0,-73.55
-118.71,-82.84,109.52,84.35,-90.95,31.95,40.18,52.98,-156.65,-135.41,12.91,117.24,-81.06,49.56,-6.65,130.11,112.9,75.14,-175.77,158.28,-126.5
-124.5,-46.4,75.86,24.01,4.15,174.47,182.27,30.35,-192.86,-193.29,-49.88,66.46,-146.74,-0.84,-36.66,111.65,104.68,37.18,35.77,142.01,-197.11
-123.82,-1.38,54.57,4.66,81.28,250.47,273.93,18.39,-220.28,-226.08,-88.33,25.24,-196.17,-39.46,-65.23,80.61,74.17,12.79,190.56,128.46,-234.85
-128.42,26.13,43.74,13.12,106.29,247.74,297.31,71.93,-242.1,-226.41,-97.7,16.22,-215.39,-54.36,-72.77,84.37,35.14,6.87,241.9,100.25,-254.44
-125.67,34.87,62.72,40.26,72.75,157.92,223.41,84.8,-227.03,-180.51,-54.93,40.71,-189.05,-34.26,-62.04,99.12,3.83,30.63,149.19,89.95,-216.58
-114.55,32.82,90.95,65.11,13.83,48.6,110.13,54.98,-187.85,-128.41,16.08,74.63,-137.79,8.35,-43.95,104.53,-3.6,67.72,-23.68,99.12,-146.93
-109.34,1.04,125.86,113.62,-79.78,-92.79,-31.31,93.8,-151.71,-83.24,76.76,123.96,-65.35,61.75,-20.2,130.88,5.2,107.93,-239.69,114.28,-81.95
-108.94,-47.93,156.29,157.57,-152.89,-163.88,-117.65,120.4,-122.41,-56.55,75.27,162.89,-16.13,103.75,3.8,153.67,35.31,132.99,-395.31,127.7,-48.34
-115.37,-86.09,150.66,163.83,-185.61,-162.89,-134.96,111.16,-107.69,-50.58,56.91,189.31,-2.29,117.91,16.95,173.81,68.57,137.24,-420.0,139.29,-40.57
-134.44,-104.55,124.18,130.85,-157.97,-79.19,-62.15,100.41,-121.64,-81.91,30.56,179.11,-37.0,91.61,5.74,176.27,91.9,109.47,-332.05,137.66,-67.17
-134.19,-89.64,104.98,91.42,-87.37,31.26,47.43,44.46,-143.51,-122.62,2.01,132.19,-87.91,49.76,-20.73,144.88,99.49,75.13,-155.65,140.03,-120.54
-127.12,-50.72,72.12,32.59,12.4,175.34,188.21,-7.08,-179.3,-175.21,-42.19,68.56,-151.61,-6.2,-58.46,100.3,92.51,37.07,60.56,142.58,-185.04
-119.41,-0.9,54.85,-7.09,80.31,252.32,278.96,-14.46,-219.29,-210.34,-58.73,20.98,-185.21,-42.75,-88.28,69.42,64.5,13.17,217.16,129.03,-233.29
-122.27,39.0,52.31,-23.63,120.74,254.45,302.02,-8.82,-248.82,-216.9,-63.78,4.09,-183.61,-50.22,-104.28,59.58,30.7,10.46,260.84,104.91,-216.8
-122.09,49.03,77.09,4.1,93.75,165.97,239.12,35.02,-248.92,-184.02,-45.19,31.48,-148.96,-27.61,-97.37,86.56,0.1,33.42,153.98,84.64,-179.14
-114.01,35.01,100.86,48.07,24.87,51.73,129.46,67.7,-201.72,-134.34,-15.39,74.9,-108.36,17.6,-68.36,121.01,-7.51,70.99,-19.78,76.08,-149.29
-104.71,-3.81,135.62,90.72,-70.17,-89.98,-13.75,80.21,-142.88,-74.11,55.89,130.67,-43.49,67.45,-43.7,139.47,6.48,113.03,-235.52,92.35,-89.18
-103.45,-51.48,155.65,124.75,-155.42,-164.01,-104.48,81.04,-104.36,-32.16,103.58,172.58,-7.36,100.04,-23.76,154.8,36.68,138.45,-393.41,112.03,-40.51
-92.36,-82.7,162.12,130.12,-184.33,-163.41,-124.49,80.3,-82.23,-19.21,106.13,182.86,-11.32,108.86,-15.83,164.1,69.15,139.94,-420.0,116.79,-40.29
-94.39,-85.18,143.58,110.88,-153.87,-76.0,-52.61,60.75,-87.44,-45.54,71.32,152.02,-53.0,80.67,-29.79,155.69,97.94,114.11,-341.06,124.83,-92.93
-112.41,-62.67,112.37,72.43,-86.12,37.55,56.72,33.5,-113.89,-92.69,20.6,106.91,-101.19,43.07,-54.3,135.24,112.33,81.89,-168.03,124.25,-144.9
-132.76,-22.53,71.38,24.05,25.44,180.73,201.25,17.42,-161.84,-168.94,-55.0,49.46,-161.69,-6.62,-84.63,113.34,108.59,43.99,46.2,118.99,-207.21
-116.34,28.4,49.53,-7.88,98.07,257.18,291.35,5.32,-193.63,-221.08,-104.54,5.11,-202.56,-41.4,-108.84,94.38,80.5,22.2,206.2,109.75,-250.95
-90.93,63.75,41.65,-19.73,117.92,261.83,307.61,13.68,-203.11,-226.31,-116.75,-9.06,-213.65,-51.22,-118.2,95.62,43.19,19.64,256.86,88.87,-262.46
-80.97,70.91,59.76,3.1,86.45,172.52,234.54,48.04,-190.69,-179.82,-88.71,16.35,-183.71,-29.19,-107.9,110.42,9.11,42.25,162.9,70.63,-226.6
-81.7,53.95,82.75,56.82,19.56,49.47,117.0,84.74,-164.19,-122.27,-42.38,65.12,-136.57,7.15,-88.58,135.08,-1.67,74.02,-8.48,66.64,-166.16
-79.3,21.47,118.58,114.45,-81.01,-99.06,-30.43,113.35,-124.67,-62.4,22.13,124.36,-73.5,57.83,-60.01,162.23,7.02,112.14,-222.91,81.1,-101.85
-75.85,-20.3,138.71,148.55,-160.74,-173.62,-122.82,116.04,-91.12,-21.88,72.14,157.04,-31.26,91.94,-39.88,174.52,40.54,133.67,-377.94,106.51,-63.65
-73.68,-54.13,140.88,139.35,-198.88,-173.55,-139.61,99.61,-72.0,-14.64,87.55,169.84,-15.29,102.17,-30.79,180.39,77.18,133.82,-420.0,120.07,-51.21
-78.35,-69.93,125.87,113.04,-172.63,-84.63,-56.63,84.44,-87.01,-54.55,49.91,147.45,-42.13,78.5,-37.65,175.51,102.61,109.29,-326.74,125.17,-100.58
-82.31,-62.04,92.41,90.18,-107.12,26.15,53.31,61.74,-120.29,-106.04,-8.98,109.39,-84.42,43.25,-60.75,157.48,108.49,76.9,-153.2,119.61,-153.77
-92.3,-20.34,61.67,26.78,-11.63,167.53,193.18,24.73,-161.57,-163.69,-55.17,56.81,-138.48,-4.0,-93.19,129.02,102.73,39.51,63.58,87.16,-212.72
-102.04,32.05,52.85,-9.65,55.14,239.86,279.81,20.89,-196.29,-195.38,-96.71,13.19,-177.13,-34.41,-115.6,112.03,73.88,13.55,216.95,61.81,-245.79
-92.02,89.81,50.9,-14.47,92.3,234.95,288.72,22.43,-200.39,-185.83,-82.82,-5.99,-189.14,-52.94,-135.26,88.79,38.17,3.43,251.17,53.48,-255.48
-74.16,119.16,39.6,16.43,66.92,142.18,203.07,57.72,-183.79,-145.41,-35.16,24.27,-165.77,-38.42,-130.33,100.11,8.7,21.26,147.19,49.87,-224.04
-64.49,107.59,55.09,51.35,-5.52,21.83,83.94,101.39,-153.62,-99.07,15.46,74.86,-124.39,-1.05,-103.77,133.9,-0.81,54.4,-29.76,44.33,-162.35
-48.63,78.62,102.19,103.16,-103.71,-119.62,-59.11,108.83,-103.63,-33.18,64.53,120.29,-62.66,55.34,-75.61,150.04,11.19,96.34,-244.07,64.38,-104.11
-47.39,32.45,137.82,134.0,-180.2,-189.68,-150.37,88.15,-64.15,12.94,105.83,154.46,-19.98,93.66,-57.73,154.59,42.54,120.78,-404.85,90.85,-54.29
-64.68,-13.47,150.92,140.49,-218.42,-183.28,-165.35,89.91,-57.07,16.87,111.88,170.29,-9.63,104.07,-48.35,167.89,74.88,122.36,-420.0,99.81,-39.36
-85.89,-27.35,131.27,118.17,-186.7,-86.41,-83.21,78.3,-87.58,-29.06,74.89,147.22,-38.45,80.39,-55.3,162.68,99.83,100.14,-337.96,109.71,-85.67
-94.59,-2.72,102.86,84.16,-120.53,29.15,30.1,63.54,-131.09,-89.57,22.5,101.85,-84.77,43.37,-76.17,148.82,105.24,68.0,-163.38,113.2,-150.17
-94.95,48.7,56.26,27.92,-22.54,173.74,169.7,44.27,-171.53,-150.53,-40.63,46.58,-145.36,-9.24,-107.16,126.16,94.91,26.76,48.38,96.49,-217.33
-89.36,96.71,29.23,-7.84,47.23,246.23,255.97,28.91,-192.84,-180.73,-72.99,6.14,-186.8,-47.03,-131.35,101.48,67.09,-0.21,199.49,77.44,-245.89
-92.58,125.15,24.88,-16.47,77.69,245.67,276.23,55.28,-206.9,-188.32,-69.86,-6.87,-200.51,-61.11,-141.36,97.61,33.36,-2.45,245.02,55.26,-250.6
-100.95,122.81,42.88,11.8,45.57,156.16,203.33,106.38,-204.51,-157.55,-36.9,25.06,-176.79,-38.05,-127.52,121.85,1.29,21.36,150.74,42.77,-210.41
-99.33,103.22,80.69,60.51,-12.71,45.0,92.59,122.97,-178.81,-103.24,6.21,67.55,-132.03,2.92,-98.05,127.23,-8.28,57.33,-16.87,47.61,-165.28
-90.69,66.38,119.36,115.87,-109.01,-93.06,-50.22,156.04,-136.19,-41.23,50.75,127.95,-71.82,53.23,-59.19,132.49,1.81,95.93,-230.96,51.64,-88.98
-84.93,28.95,134.51,146.45,-182.83,-168.24,-139.19,154.71,-95.65,-3.85,87.64,167.73,-35.63,84.64,-31.46,145.13,33.01,116.67,-385.76,69.7,-41.0
-88.85,12.12,133.58,143.21,-220.17,-173.86,-162.62,115.04,-78.55,1.83,102.08,169.44,-32.02,85.45,-25.53,131.27,51.76,110.28,-330.89,87.75,-31.9
-93.15,5.32,113.93,121.36,-225.3,-89.72,-89.07,105.05,-93.14,-36.12,62.9,139.26,-65.59,51.72,-34.66,109.49,57.52,78.96,-135.68,97.71,-79.81
-88.84,30.55,88.92,68.23,-154.73,25.38,21.14,66.44,-116.04,-77.76,9.4,96.85,-103.86,19.65,-50.56,83.43,75.15,47.22,-14.77,101.17,-127.56
-92.74,78.57,60.25,-8.61,-40.16,169.1,160.5,30.19,-154.23,-137.42,-33.95,38.39,-159.86,-28.94,-81.3,52.06,74.35,7.56,165.94,87.75,-186.85
-90.97,129.25,36.61,-48.36,31.16,243.67,248.97,17.44,-179.72,-167.49,-57.47,-2.49,-194.59,-63.4,-102.51,31.49,48.98,-17.74,299.63,71.76,-233.81
-85.89,165.9,22.95,-47.02,58.4,242.05,269.46,28.56,-193.28,-165.9,-60.47,-15.06,-203.48,-73.4,-110.05,22.83,12.43,-20.96,336.24,51.08,-234.49
-86.01,175.72,38.43,-8.04,35.75,150.71,192.89,50.06,-180.13,-123.44,-24.83,12.23,-177.4,-48.03,-100.57,35.97,-16.9,3.24,232.19,40.66,-201.61
-90.12,156.92,59.39,34.91,-20.14,33.72,77.43,79.63,-148.81,-72.93,25.24,60.06,-132.06,-8.36,-74.96,59.09,-28.8,37.95,56.92,38.78,-144.62
-91.87,112.17,90.67,93.05,-111.81,-105.45,-65.88,127.38,-112.79,-19.67,79.82,124.3,-70.67,46.3,-43.24,92.71,-18.99,77.14,-159.92,34.47,-77.22
-89.52,67.18,118.26,132.53,-176.65,-174.52,-155.55,139.56,-76.38,16.43,109.62,163.22,-32.93,83.9,-20.38,111.12,17.59,104.62,-337.24,47.94,-49.68
-79.28,38.82,124.35,139.91,-213.82,-168.0,-170.6,124.66,-56.17,25.9,120.33,168.28,-21.73,96.21,-11.39,114.03,62.65,109.31,-420.0,71.67,-36.25
-73.48,36.85,103.09,107.74,-187.88,-74.14,-93.79,99.01,-65.13,-5.55,84.08,133.71,-43.26,72.28,-23.03,95.07,98.5,86.97,-357.2,77.62,-72.14
-64.79,61.33,79.41,60.82,-115.07,44.09,15.09,44.04,-86.91,-50.78,22.66,80.12,-81.75,37.07,-47.97,56.81,110.06,55.97,-182.32,82.27,-120.61
-63.66,98.06,44.84,12.21,-14.86,184.3,154.87,23.22,-126.43,-113.8,-44.08,17.55,-142.16,-12.58,-79.99,22.65,99.21,17.23,34.22,75.09,-186.37
-61.65,140.15,16.12,-20.34,51.54,256.44,241.71,32.17,-156.56,-153.17,-75.05,-19.9,-183.62,-49.58,-99.65,9.75,68.83,-5.3,189.6,56.93,-237.44
-55.46,171.86,9.4,-39.25,80.72,253.49,254.63,30.43,-170.43,-156.33,-65.67,-25.15,-195.5,-61.01,-105.84,9.5,33.34,-4.49,235.58,39.94,-239.75
-50.58,181.65,22.22,-14.94,52.77,162.37,177.46,52.21,-159.65,-117.15,-33.22,5.61,-166.05,-35.71,-98.04,23.98,6.63,21.48,137.54,35.04,-204.6
-49.42,170.32,59.65,22.01,-6.62,44.25,62.67,82.65,-133.33,-73.69,19.14,48.01,-122.52,3.3,-74.49,45.8,-2.09,54.04,-30.58,36.02,-155.4
-49.64,125.6,88.78,67.93,-98.17,-95.76,-80.07,121.9,-93.2,-22.57,78.83,109.0,-61.57,54.49,-41.31,81.64,10.12,93.44,-247.23,41.09,-83.26
-48.39,65.42,110.53,111.35,-197.8,-163.8,-165.27,148.54,-58.35,15.88,90.98,148.78,-21.15,91.16,-18.65,112.11,44.98,117.61,-398.33,62.33,-47.69
-45.01,20.0,116.56,112.89,-266.76,-158.33,-179.59,152.9,-42.43,30.72,86.87,163.38,-9.23,100.03,-7.24,131.3,80.92,117.16,-420.0,79.84,-44.11
-37.16,19.21,93.5,74.72,-227.36,-64.81,-104.0,73.16,-41.81,7.73,72.55,125.43,-29.67,74.41,-17.73,97.81,107.3,90.68,-335.92,98.81,-77.13
-35.49,39.39,67.72,42.22,-135.9,43.91,2.2,11.02,-59.33,-36.79,35.09,65.83,-73.1,35.29,-45.73,46.75,110.23,57.12,-163.01,114.17,-121.77
-42.71,69.71,26.2,-0.53,-22.9,178.27,140.98,3.16,-95.98,-104.09,-30.94,10.46,-138.54,-17.48,-75.42,23.38,96.65,16.82,53.82,99.4,-189.68
-41.21,109.81,-2.91,-35.15,50.96,246.25,228.29,5.29,-125.4,-142.53,-77.88,-18.56,-183.14,-51.23,-94.42,15.36,65.5,-5.12,211.04,78.19,-233.8
-39.81,141.0,-5.43,-49.4,76.73,244.23,245.09,31.79,-134.37,-146.63,-87.21,-23.73,-201.06,-60.7,-100.93,16.83,26.71,-6.85,253.39,58.74,-238.96
-42.23,144.82,16.54,-24.26,45.2,154.73,170.89,65.46,-121.83,-103.41,-40.69,3.22,-180.26,-39.3,-90.04,29.71,-6.98,18.35,148.14,50.32,-199.04
-46.49,119.94,40.83,27.08,-23.42,40.84,61.5,105.78,-97.08,-49.69,21.76,42.9,-134.61,-3.78,-67.99,51.2,-21.09,52.49,-27.36,50.15,-142.26
-45.45,78.51,72.99,71.41,-122.68,-95.15,-78.41,132.31,-57.83,8.52,81.04,100.9,-69.8,49.4,-36.12,82.92,-11.03,94.82,-237.59,60.02,-78.38
-40.82,33.9,95.13,96.77,-195.65,-164.76,-166.34,138.91,-25.33,40.76,113.46,137.8,-29.23,85.9,-10.95,105.68,20.15,121.42,-386.5,75.2,-46.45
-40.3,-22.27,97.44,107.75,-227.65,-161.42,-180.17,132.59,-9.68,45.61,114.8,145.05,-20.78,95.38,0.62,112.42,55.83,125.34,-420.0,89.52,-33.03
-46.52,-46.92,77.4,86.68,-196.76,-69.45,-100.18,111.68,-19.87,13.76,73.69,111.97,-47.2,71.74,-9.72,98.44,81.47,101.25,-314.57,99.85,-75.76
-49.09,-37.1,51.23,47.0,-136.48,43.58,11.07,99.56,-52.24,-39.38,25.6,68.25,-90.54,35.75,-30.35,79.47,87.27,67.83,-140.9,98.72,-139.33
-52.92,-0.81,11.44,0.12,-44.64,189.55,154.68,81.17,-91.16,-102.66,-32.77,7.02,-147.79,-12.43,-59.15,47.73,81.43,29.81,73.76,83.95,-216.21
-49.03,43.28,-11.25,-33.72,30.12,263.81,244.64,62.29,-121.1,-137.01,-78.14,-35.35,-183.07,-40.36,-76.77,20.35,55.14,8.0,225.51,60.37,-248.39
-41.25,83.42,-15.57,-44.76,61.95,259.84,261.45,73.56,-134.68,-144.65,-97.81,-46.08,-191.04,-52.13,-82.79,16.54,22.46,7.66,269.05,41.41,-246.25
-38.1,92.62,-7.2,-19.44,29.13,168.79,186.58,105.54,-124.97,-108.27,-62.45,-21.06,-162.3,-27.17,-68.3,37.61,-4.49,32.88,169.66,40.12,-218.77
-35.94,74.85,18.49,15.19,-36.47,51.22,71.25,114.72,-98.05,-49.64,13.28,19.34,-114.7,12.28,-47.44,49.89,-13.14,67.62,-3.02,40.68,-150.18
-36.13,39.62,63.16,69.04,-133.91,-91.85,-72.91,130.67,-53.72,10.32,83.24,73.66,-55.26,62.35,-19.97,72.64,-1.27,107.14,-217.1,49.53,-78.36
-35.84,-5.07,93.25,107.88,-210.33,-165.19,-160.09,149.96,-21.24,44.3,120.04,109.05,-18.19,96.34,0.43,94.67,27.8,130.55,-369.82,58.91,-47.7
-32.72,-39.08,93.62,110.12,-240.88,-162.04,-171.9,154.31,-10.98,49.43,121.83,118.02,-6.68,106.35,8.71,105.28,63.55,132.38,-416.28,71.17,-53.29
-31.08,-47.94,75.26,80.06,-206.02,-71.04,-92.94,115.14,-20.58,14.73,68.79,87.43,-29.07,82.36,-1.97,93.88,92.17,108.05,-307.7,81.51,-92.01
-36.08,-35.0,50.95,40.32,-137.01,38.88,17.69,91.39,-57.34,-35.88,4.33,46.67,-76.22,45.63,-19.41,79.81,100.15,74.59,-128.7,80.48,-145.15
-40.27,6.16,21.61,-23.01,-44.87,179.41,159.02,63.88,-94.57,-92.35,-66.89,-15.71,-138.13,-3.87,-51.2,49.33,94.04,36.93,88.33,75.46,-203.96
-36.63,56.84,1.59,-68.82,17.5,251.0,247.69,57.48,-120.78,-124.62,-110.81,-58.93,-174.93,-33.99,-72.97,29.36,69.73,17.51,241.66,55.64,-242.64
-40.53,87.45,-6.02,-64.64,48.03,244.85,261.75,66.53,-140.12,-132.23,-76.95,-61.83,-187.24,-52.92,-87.1,22.27,30.44,14.0,280.53,41.68,-248.53
-41.19,87.27,4.84,-33.76,9.64,149.01,184.44,106.84,-132.92,-95.61,-14.01,-28.33,-163.1,-38.98,-78.34,45.07,-4.65,34.51,179.9,38.33,-208.36
-39.21,62.6,26.36,26.7,-55.67,32.81,70.88,156.98,-112.0,-49.93,21.57,14.06,-122.61,-0.83,-49.43,82.48,-15.45,67.19,14.09,35.0,-166.26
-33.34,20.42,55.68,102.05,-143.54,-108.7,-70.74,199.43,-75.31,2.52,68.66,66.94,-63.13,51.36,-19.31,115.87,-6.39,106.61,-197.44,36.76,-107.81
-26.23,-22.61,70.98,135.04,-216.1,-181.45,-160.48,189.46,-43.29,41.23,108.08,104.52,-20.07,87.66,0.88,130.94,26.22,132.56,-348.42,53.14,-62.35
-23.94,-49.21,75.66,128.75,-252.18,-174.71,-176.96,142.2,-28.04,55.05,115.88,116.14,-7.67,97.91,7.41,132.67,64.6,134.67,-393.63,79.87,-45.43
-24.69,-52.55,53.6,98.98,-223.98,-82.85,-100.02,105.73,-31.49,25.58,85.99,86.83,-38.06,68.99,-7.45,113.8,89.22,107.99,-288.69,91.24,-78.35
-19.09,-24.76,29.9,52.01,-151.85,29.18,8.2,66.72,-51.12,-24.59,39.78,38.57,-82.81,28.33,-31.6,86.65,96.73,71.9,-115.94,86.84,-132.54
-23.87,28.14,-10.94,4.62,-50.37,169.67,148.81,57.87,-94.44,-91.66,-29.01,-16.95,-142.44,-25.08,-60.3,67.45,85.09,30.35,96.83,61.2,-205.55
-25.2,81.34,-35.16,-31.1,31.15,246.97,237.82,40.68,-125.72,-128.61,-74.5,-55.38,-179.61,-61.22,-82.21,50.41,57.12,8.63,251.48,36.68,-244.42
-25.26,113.18,-26.88,-46.15,59.46,247.67,255.06,49.14,-137.81,-127.91,-82.87,-67.17,-191.6,-70.84,-88.68,48.18,21.21,6.73,291.66,20.09,-246.4
-27.07,119.98,-0.69,-17.61,22.46,156.29,177.79,85.35,-128.28,-87.03,-48.67,-40.08,-168.32,-48.41,-75.91,69.18,-4.95,27.95,187.27,9.35,-209.17
-31.7,101.08,25.84,33.98,-49.15,37.72,64.65,126.92,-106.81,-34.47,2.61,6.17,-127.8,-12.74,-48.67,93.19,-14.58,61.64,15.76,11.74,-155.07
-31.72,63.57,58.38,93.88,-143.39,-105.48,-73.81,169.54,-63.12,27.94,64.14,56.95,-73.36,36.97,-20.71,116.09,-7.58,99.44,-194.71,22.8,-94.82
-24.92,17.87,79.03,128.09,-215.57,-178.44,-160.8,169.59,-24.44,66.71,101.44,90.2,-33.26,73.54,-0.21,129.79,21.92,122.21,-348.05,41.5,-56.27
-24.2,-23.68,80.45,138.12,-249.6,-175.32,-173.09,165.05,-9.39,70.73,104.59,100.24,-22.16,82.02,9.35,135.23,55.94,121.94,-389.85,56.09,-51.77
-16.65,-29.02,57.87,88.11,-218.4,-79.86,-95.39,96.76,-16.94,39.92,67.25,81.74,-47.01,61.48,3.74,124.94,86.06,99.42,-281.02,58.62,-80.65
-8.17,-4.38,32.98,30.67,-148.05,35.08,12.23,36.34,-41.14,-4.58,14.11,38.68,-88.98,26.13,-14.13,96.75,96.91,66.21,-109.68,58.4,-125.56
-19.44,32.61,6.46,-16.12,-63.76,173.78,151.54,26.78,-83.05,-65.71,-45.75,-20.35,-150.14,-24.24,-46.53,68.81,90.04,25.96,103.84,45.98,-189.93
-37.38,70.28,-18.93,-32.42,-1.18,247.94,240.44,57.36,-120.54,-110.61,-76.52,-56.13,-192.34,-61.37,-67.54,60.25,60.97,0.06,257.96,22.42,-241.76
-47.03,91.06,-43.31,-45.31,43.4,235.76,244.69,62.41,-144.55,-125.71,-78.73,-70.45,-210.31,-77.42,-80.24,50.07,3.58,-9.3,420.0,9.42,-254.1
-35.85,96.81,-20.44,-20.87,23.17,146.5,165.23,53.29,-127.58,-84.25,-46.8,-55.34,-181.56,-54.18,-75.32,38.77,-30.57,16.89,378.19,24.78,-210.67
-25.12,82.53,16.83,24.3,-52.26,31.58,53.63,85.09,-94.89,-29.27,-3.63,-13.98,-133.56,-12.53,-52.57,56.7,-29.43,53.96,150.43,40.94,-148.47
-17.08,47.55,52.73,86.3,-165.89,-106.11,-85.94,120.33,-51.26,29.12,47.5,42.67,-74.7,41.77,-22.64,92.29,-16.2,94.04,-91.4,72.31,-95.38
-12.7,7.98,79.55,123.38,-246.14,-179.76,-173.74,122.3,-16.06,64.95,71.04,77.94,-32.35,76.75,-3.01,108.85,18.32,115.97,-256.41,113.76,-60.33
-14.48,-25.9,92.09,132.85,-265.77,-175.46,-184.11,113.25,-4.86,66.84,66.26,84.63,-23.79,81.7,1.79,112.06,54.4,116.21,-318.32,143.57,-52.2
-15.86,-34.83,80.08,110.18,-221.11,-81.17,-100.01,83.47,-18.88,29.7,33.03,54.13,-50.67,60.09,-8.66,97.7,85.41,91.78,-266.45,162.2,-89.76
-14.41,-13.09,43.36,61.1,-156.51,32.32,10.85,52.78,-42.86,-13.18,24.36,23.21,-93.12,17.82,-27.24,73.56,96.07,57.73,-129.23,132.15,-136.09
-13.55,28.63,-1.45,-8.48,-62.9,174.06,148.41,13.87,-73.06,-63.14,-22.58,-25.1,-147.62,-30.46,-55.86,45.85,89.59,22.59,79.13,91.05,-188.5
-19.43,71.1,-20.65,-37.6,12.45,246.65,237.63,21.5,-107.58,-98.4,-70.55,-63.78,-187.58,-61.99,-75.55,28.05,58.28,-0.65,232.02,71.83,-235.95
-25.57,102.7,-7.08,-34.17,43.89,240.14,252.72,57.66,-124.16,-103.03,-76.5,-73.38,-200.41,-76.48,-83.33,28.28,19.63,-2.79,273.77,33.59,-245.0
-26.5,103.9,42.02,-4.73,12.14,148.7,177.12,94.31,-119.39,-67.65,-32.1,-48.4,-175.42,-52.26,-68.83,47.15,-11.78,19.46,172.6,-1.31,-208.46
-15.72,95.43,31.06,21.24,-51.71,34.95,64.38,87.26,-89.09,-10.03,24.16,1.51,-125.7,-8.38,-38.13,70.98,-18.15,57.2,-0.49,12.45,-143.53
-6.18,55.7,42.5,63.56,-158.42,-102.38,-73.89,99.17,-41.0,51.47,78.55,61.19,-61.71,49.31,-6.12,98.3,-8.98,98.83,-210.58,46.23,-75.35
-6.34,8.09,73.09,94.91,-233.93,-176.53,-159.61,107.02,-7.42,85.13,95.48,100.94,-24.02,86.59,15.17,116.88,20.42,121.8,-358.85,77.48,-35.83
-14.11,-32.43,73.86,110.68,-266.01,-172.06,-169.56,113.17,1.98,84.77,90.97,110.05,-16.09,95.87,23.97,124.04,52.5,122.11,-396.4,97.05,-33.59
-27.2,-46.88,57.36,92.23,-238.33,-81.09,-87.49,104.26,-19.58,45.29,63.74,82.63,-45.65,71.06,14.67,111.37,77.47,97.35,-286.56,87.25,-71.74
-27.63,-25.27,27.79,49.88,-168.07,32.1,25.74,88.48,-50.1,-3.72,36.18,39.36,-87.44,31.76,-4.92,91.06,88.07,64.93,-111.68,24.65,-121.87
-17.05,20.81,-9.43,-15.25,-60.35,171.5,162.24,41.47,-79.38,-54.42,-13.85,-11.96,-144.31,-18.55,-33.66,63.06,82.33,27.51,102.04,-35.86,-175.92
-11.78,68.78,-26.54,-54.28,17.42,245.66,248.94,22.81,-104.9,-88.95,-51.62,-50.43,-183.22,-54.04,-56.69,44.09,58.76,6.1,250.42,-66.97,-213.0
0.08,102.74,-49.22,-53.79,42.78,238.18,259.88,51.95,-106.86,-91.48,-61.19,-62.54,-193.05,-67.31,-67.41,39.07,25.86,3.23,289.44,-77.24,-223.64
6.32,107.06,-31.0,3.27,5.1,140.81,179.94,133.89,-92.33,-64.16,-42.23,-46.59,-174.93,-54.26,-64.89,49.78,-6.07,19.31,184.96,-46.48,-207.99
-2.1,91.65,-2.06,54.65,-62.04,21.73,65.14,170.32,-67.73,-21.48,-0.15,-2.54,-133.89,-19.34,-42.11,70.48,-18.82,49.54,9.85,0.68,-161.11
3.96,64.91,28.18,55.82,-144.6,-112.3,-76.06,89.8,-15.48,49.05,75.24,69.94,-59.42,44.94,-2.38,96.91,1.77,100.38,-198.63,-5.95,-65.23
-1.13,18.91,50.27,69.75,-220.67,-184.06,-164.3,73.02,9.38,80.88,119.21,121.06,-19.11,83.91,26.61,121.84,29.07,125.97,-348.63,22.46,-14.35
-5.32,-19.72,42.97,93.27,-261.21,-182.08,-176.57,114.95,17.33,81.61,118.75,133.66,-14.62,88.13,34.56,138.54,55.05,120.41,-385.94,30.92,-25.39
6.22,-16.49,26.35,61.06,-230.04,-84.14,-98.75,75.7,14.41,54.83,81.82,99.57,-43.31,61.12,20.91,119.06,81.77,92.24,-274.89,18.56,-65.05
10.77,5.54,33.82,18.4,-167.34,31.8,16.78,-0.98,-3.82,12.49,32.9,45.78,-86.77,21.38,-5.83,63.5,89.81,56.24,-103.97,31.73,-101.37
14.12,52.62,-1.77,-31.44,-75.04,169.83,161.14,-24.0,-38.32,-41.22,-31.16,-21.58,-146.18,-30.04,-41.5,20.53,77.81,14.38,101.81,49.79,-180.21
13.07,96.52,11.6,-61.41,-2.16,242.35,246.38,-38.01,-74.3,-78.55,-69.32,-67.59,-188.3,-68.2,-64.49,-1.53,45.98,-13.2,243.85,50.4,-223.99
6.56,113.16,44.99,-56.1,27.21,237.23,258.69,-27.27,-97.4,-89.34,-75.48,-84.78,-200.54,-81.58,-72.33,-10.11,5.15,-17.81,280.46,73.24,-234.48
2.23,112.15,34.5,-25.75,-4.15,141.81,179.26,11.21,-90.53,-57.93,-42.3,-54.76,-176.43,-59.0,-62.18,6.34,-24.43,3.55,175.15,125.61,-194.67
2.81,98.86,-5.48,14.67,-72.01,22.24,61.53,38.85,-58.73,-5.53,2.51,-4.53,-132.06,-20.44,-37.46,26.98,-32.49,37.47,-3.71,209.48,-143.28
